#index	Chr	DSB_coor	strand	Gene_Name	AA_loc	Assigned_pos	Assigned_Gene_Name	Assigned_AA_loc
17775	chr1	44684001	-	DMAP1	138	chr1:44684001:+	DMAP1	138
17777	chr13	113852569	-	PCID2	45	chr13:113852568:+	PCID2	45
17778	chr17	17380384	-	MED9	10	chr17:17380383:+	MED9	10
17781	chr8	117768215	-	EIF3H	0	chr8:117768214:-	EIF3H	7
17783	chr11	251931	+	PSMD13	346	chr11:251931:+	PSMD13	344
17787	chr11	47774573	-	FNBP4	177	chr11:47774573:+	FNBP4	177
17794	chr1	193099322	-	CDC73	86	chr1:193099321:-	CDC73	84
17798	chr5	80604526	-	ZCCHC9	178	chr5:80604526:-	ZCCHC9	177
17799	chr7	148484146	+	CUL1	472	chr7:148484146:+	CUL1	470
17801	chr12	6672486	+	NOP2	290	chr12:6672486:+	NOP2	295
17812	chr19	39950591	-	SUPT5H	206	chr19:39950590:-	SUPT5H	201
17815	chr6	44387255	-	CDC5L	388	chr6:44387254:-	CDC5L	386
17816	chr3	172520683	+	ECT2	643	chr3:172520683:+	ECT2	641
17818	chr15	75890793	-	SNUPN	330	chr15:75890793:+	SNUPN	330
17819	chr17	7156096	+	ELP5	35	chr17:7156096:+	ELP5	26
17821	chr4	25398362	-	ANAPC4	380	chr4:25398361:-	ANAPC4	379
17822	chr1	144930753	+	PDE4DIP	0	chr1:144930753:+	PDE4DIP	319
17825	chr1	150312943	-	PRPF3	425	chr1:150312942:-	PRPF3	423
17826	chr17	4455743	+	MYBBP1A	0	NA	NA	NA
17835	chrX	152730477	-	HAUS7	0	chrX:152730477:-	HAUS7	86
17837	chr12	118464783	+	RFC5	252	chr12:118464783:+	RFC5	251
17838	chr16	790039	+	NARFL	0	NA	NA	NA
17840	chr17	1779085	-	RPA1	196	chr17:1779084:-	RPA1	195
17841	chr20	62631088	+	PRPF6	334	chr20:62631088:+	PRPF6	333
17847	chr11	82868633	-	PCF11	51	chr11:82868632:+	PCF11	51
17855	chr4	68357946	+	CENPC1	822	chr4:68357946:+	CENPC	823
17861	chr2	32859018	-	TTC27	115	chr2:32859018:-	TTC27	114
17862	chr9	133579134	+	EXOSC2	286	chr9:133579134:+	EXOSC2	258
17868	chr9	131286044	-	GLE1	273	chr9:131286043:-	GLE1	271
17869	chr11	93527173	-	MED17	278	chr11:93527172:-	MED17	276
17873	chr11	118924891	-	HYOU1	245	chr11:118924890:+	HYOU1	245
17878	chr3	49759387	-	GMPPB	321	chr3:49759386:+	GMPPB	321
17879	chr4	99850107	-	EIF4E	0	chr4:99850106:-	EIF4E	5
17880	chr5	167922376	-	RARS	213	chr5:167922375:-	RARS	211
17883	chr1	151735627	-	MRPL9	0	chr1:151735627:-	OAZ3	5
17891	chrX	100395751	-	CENPI	0	chrX:100395750:-	CENPI	521
17892	chr16	66861920	-	NAE1	0	NA	NA	NA
17893	chr20	2634034	-	NOP56	68	chr20:2634034:+	NOP56	68
17895	chr9	135929229	-	GTF3C5	297	chr9:135929229:-	GTF3C5	170
17899	chr1	12049237	-	MFN2	5	chr1:12049236:-	MFN2	3
17903	chr6	88374565	+	ORC3	648	chr6:88374565:+	ORC3	645
17906	chr16	30081435	-	ALDOA	0	chr16:30081434:-	ALDOA	360
17915	chr14	100809617	-	WARS	311	chr14:100809616:+	WARS	311
17924	chr14	45716194	-	MIS18BP1	99	chr14:45716194:+	MIS18BP1	99
17927	chr16	57496657	-	POLR2C	8	chr16:57496656:-	POLR2C	7
17928	chr14	103996477	-	TRMT61A	55	chr14:103996477:-	TRMT61A	54
17929	chr9	111679907	-	IKBKAP	261	chr9:111679907:+	IKBKAP	261
17943	chrX	152721095	-	HAUS7	0	chrX:152721094:-	HAUS7	289
17945	chr7	30635447	-	GARS	0	NA	NA	NA
17946	chr1	112298551	-	DDX20	2	chr1:112298550:+	DDX20	2
17948	chr8	117779028	+	UTP23	63	chr8:117779028:+	UTP23	61
17955	chr14	78227459	-	C14orf178	0	chr14:78227458:-	C14orf178	24
17956	chr1	44440962	+	ATP6V0B	0	chr1:44440962:+	ATP6V0B	83
17961	chr18	77464787	+	CTDP1	215	chr18:77464787:+	CTDP1	146
17963	chr15	69728581	-	KIF23	460	chr15:69728580:+	KIF23	458
17967	chr12	6964672	+	USP5	74	chr12:6964672:+	USP5	73
17968	chr6	144165688	-	LTV1	24	chr6:144165687:-	LTV1	22
17974	chr2	70315505	-	PCBP1	211	chr2:70315504:-	PCBP1	209
17978	chr7	103004592	+	PSMC2	199	chr7:103004592:+	PSMC2	197
17981	chr2	9583785	-	CPSF3	413	chr2:9583785:+	CPSF3	413
17984	chr17	47785285	+	SLC35B1	0	chr17:47785285:+	SLC35B1	8
17985	chrX	47060290	+	UBA1	0	NA	NA	NA
18004	chr20	62612623	-	PRPF6	9	chr20:62612622:+	PRPF6	8
18007	chr16	10850591	-	NUBP1	136	chr16:10850590:-	NUBP1	135
18008	chr7	99717380	-	TAF6	0	chr7:99717380:+	CNPY4	5
18011	chr1	112309263	+	DDX20	740	chr1:112309263:+	DDX20	739
18013	chr1	109238338	+	PRPF38B	98	chr1:109238338:+	PRPF38B	97
18014	chr17	17380476	-	MED9	41	chr17:17380475:-	MED9	39
18016	chr11	67160978	-	RAD9A	83	chr11:67160977:-	RAD9A	82
18017	chr16	46724954	-	ORC6	40	chr16:46724953:-	ORC6	39
18018	chr17	80012572	-	GPS1	206	chr17:80012571:-	GPS1	153
18019	chr10	1044972	-	GTPBP4	198	chr10:1044971:-	GTPBP4	197
18034	chr11	47754112	-	FNBP4	599	chr11:47754111:+	FNBP4	599
18037	chr17	33433270	-	RAD51D	0	NA	NA	NA
18041	chr8	146017494	-	RPL8	7	chr8:146017494:+	RPL8	7
18044	chr21	34131516	-	GCFC1	419	chr21:34131515:-	PAXBP1	420
18051	chr3	113505196	-	ATP6V1A	228	chr3:113505197:+	ATP6V1A	228
18056	chr16	67645904	-	CTCF	278	chr16:67645903:-	CTCF	276
18061	chr11	69456150	-	CCND1	24	chr11:69456149:-	CCND1	22
18064	chr2	68385131	+	PPP3R1	0	chr2:68385131:+	PNO1	21
18065	chr6	170878844	-	TBP	275	NA	NA	NA
18066	chr2	61706044	-	XPO1	1042	chr2:61706043:+	XPO1	1042
18067	chr2	232326494	-	NCL	123	chr2:232326494:+	NCL	123
18069	chr15	90135364	-	TICRR	500	chr15:90135363:-	TICRR	498
18071	chr8	41394817	+	GINS4	0	chr8:41394817:+	GINS4	100
18076	chr10	15145371	-	RPP38	20	chr10:15145370:-	RPP38	19
18078	chr12	97313894	-	NEDD1	168	chr12:97313893:-	NEDD1	159
18083	chr19	50188181	-	PRMT1	216	chr19:50188180:-	PRMT1	214
18089	chr10	70202681	+	DNA2	0	chr10:70202681:+	DNA2	555
18092	chr3	113508660	-	ATP6V1A	321	chr3:113508659:-	ATP6V1A	319
18095	chr7	100304639	-	POP7	63	chr7:100304638:-	POP7	61
18100	chr4	1993328	-	WHSC2	119	chr4:1993327:-	NELFA	108
18108	chr6	44361283	-	CDC5L	138	chr6:44361282:-	CDC5L	137
18109	chr17	4700853	-	PSMB6	98	chr17:4700852:-	PSMB6	97
18111	chr15	40477754	-	BUB1B	324	chr15:40477753:+	BUB1B	322
18116	chr1	12059116	-	MFN2	261	chr1:12059115:-	MFN2	259
18124	chr3	142775253	+	U2SURP	1018	chr3:142775253:+	U2SURP	607
18126	chr15	89010966	+	MRPS11	7	chr15:89010966:+	MRPS11	5
18127	chr1	26764657	+	DHDDS	0	NA	NA	NA
18144	chr2	68384673	-	PPP3R1	0	NA	NA	NA
18145	chr3	128341110	-	RPN1	513	chr3:128341110:+	RPN1	513
18152	chr17	30202250	+	UTP6	0	NA	NA	NA
18154	chr2	99985935	-	EIF5B	490	chr2:99985934:-	EIF5B	489
18156	chr20	35842241	+	RPN2	356	chr20:35842241:+	RPN2	355
18159	chr3	52727691	-	GNL3	457	chr3:52727690:+	GNL3	443
18163	chr19	2324195	-	LSM7	0	chr19:2324194:+	LSM7	33
18168	chr7	156752862	+	NOM1	543	chr7:156752862:+	NOM1	542
18169	chr17	61909119	+	PSMC5	373	chr17:61909119:+	PSMC5	371
18170	chr12	132631882	-	NOC4L	135	chr12:132631882:-	NOC4L	133
18176	chr14	23496964	-	PSMB5	0	chr14:23496963:-	PSMB5	194
18179	chr7	99045820	+	CPSF4	78	chr7:99045820:+	CPSF4	24
18184	chr1	109235211	+	PRPF38B	0	NA	NA	NA
18188	chr20	33872181	-	EIF6	0	chr20:33872180:-	EIF6	37
18189	chr17	41568613	-	DHX8	130	chr17:41568613:+	DHX8	130
18194	chr4	57883846	-	POLR2B	759	chr4:57883845:-	POLR2B	751
18195	chr3	127770740	+	SEC61A1	0	NA	NA	NA
18208	chr11	3789809	+	NUP98	0	NA	NA	NA
18211	chr17	49337957	+	UTP18	5	chr17:49337957:+	UTP18	3
18212	chr18	12948189	+	SEH1L	24	chr18:12948189:+	SEH1L	22
18214	chr17	73519355	+	TSEN54	418	NA	NA	NA
18217	chr1	109756650	+	SARS	13	chr1:109756650:+	SARS	11
18219	chr12	132632225	-	NOC4L	168	chr12:132632224:-	NOC4L	166
18221	chr14	23503866	+	PSMB5	0	NA	NA	NA
18224	chr1	153727203	-	INTS3	316	chr1:153727202:-	INTS3	108
18228	chr4	99850099	-	EIF4E	0	chr4:99850098:-	EIF4E	9
18229	chr19	38873891	+	PSMD8	0	NA	NA	NA
18231	chr17	26684870	-	TMEM199	60	chr17:26684870:+	TMEM199	59
18232	chr10	103898902	-	PPRC1	213	chr10:103898901:-	PPRC1	212
18243	chr3	45030658	-	EXOSC7	29	chr3:45030659:+	EXOSC7	29
18246	chr6	41899194	-	BYSL	256	chr6:41899193:-	BYSL	254
18248	chr1	26786548	-	DHDDS	227	chr1:26786547:-	DHDDS	191
18250	chr9	4841262	+	RCL1	206	chr9:4841262:+	RCL1	205
18252	chr7	129297278	-	NRF1	30	chr7:129297277:-	NRF1	28
18255	chr19	48953966	-	GRWD1	243	chr19:48953965:-	GRWD1	138
18257	chr13	34540230	+	RFC3	0	chr13:34540230:+	RFC3	295
18259	chr10	12252317	-	CDC123	78	chr10:12252316:+	CDC123	78
18269	chr16	31131829	-	KAT8	153	chr16:31131830:+	KAT8	153
18277	chr2	190334932	-	WDR75	651	chr2:190334931:-	WDR75	649
18284	chr2	85843525	-	USP39	70	chr2:85843525:+	USP39	68
18285	chr3	127778991	+	SEC61A1	134	chr3:127778991:+	SEC61A1	13
18293	chr6	41874942	-	MED20	169	chr6:41874942:+	MED20	169
18296	chr20	20006336	-	NAA20	32	chr20:20006335:-	NAA20	19
18298	chr10	1043170	-	GTPBP4	162	chr10:1043169:-	GTPBP4	160
18310	chr10	102750692	-	C10orf2	554	chr10:102750693:+	C10orf2	554
18311	chr16	69375224	-	NIP7	0	chr16:69375223:-	NIP7	140
18313	chr6	44280896	-	AARS2	55	chr6:44280896:+	AARS2	55
18317	chr16	56855469	-	NUP93	207	chr16:56855468:-	NUP93	82
18320	chr9	140151402	-	COBRA1	165	chr9:140151401:-	NELFB	164
18324	chr4	122744648	-	CCNA2	45	chr4:122744648:+	CCNA2	45
18325	chr1	109235417	-	PRPF38B	69	chr1:109235416:-	PRPF38B	68
18334	chr3	113513954	-	ATP6V1A	377	chr3:113513955:+	ATP6V1A	377
18335	chr6	80721190	-	TTK	218	chr6:80721190:+	TTK	218
18336	chr1	228334637	+	GUK1	105	chr1:228334637:+	GUK1	82
18340	chr6	7390277	-	RIOK1	15	chr6:7390277:-	RIOK1	13
18342	chr7	102950788	-	PMPCB	341	chr7:102950787:-	PMPCB	340
18343	chr2	27016091	+	CENPA	123	NA	NA	NA
18344	chr9	140107004	-	NDOR1	89	chr9:140107005:+	NDOR1	89
18347	chr13	52586566	+	ALG11	5	chr13:52586566:+	ALG11	3
18348	chr5	64865561	-	PPWD1	0	NA	NA	NA
18349	chr14	94521499	-	DDX24	674	chr14:94521498:+	DDX24	674
18355	chr12	6675360	-	NOP2	123	chr12:6675360:-	NOP2	126
18359	chr10	103902824	-	PPRC1	1174	chr10:103902823:-	PPRC1	1173
18364	chr20	60718281	-	PSMA7	26	chr20:60718280:+	PSMA7	26
18368	chrX	153995300	-	DKC1	160	chrX:153995299:-	DKC1	159
18374	chr7	135242708	-	NUP205	6	chr7:135242707:-	NUP205	5
18375	chr17	36912232	-	PSMB3	96	chr17:36912231:-	PSMB3	91
18377	chr14	31104143	+	SCFD1	0	NA	NA	NA
18380	chr11	4132836	+	RRM1	152	chr11:4132836:+	RRM1	151
18381	chr4	54292102	+	FIP1L1	330	chr4:54292102:+	FIP1L1	313
18386	chr17	904325	-	TIMM22	195	chr17:904324:-	TIMM22	194
18390	chr2	10263860	+	RRM2	0	NA	NA	NA
18392	chr16	30078688	-	ALDOA	0	chr16:30078687:+	ALDOA	91
18399	chr1	151372490	-	PSMB4	59	chr1:151372489:-	PSMB4	57
18402	chr4	71554415	-	UTP3	8	chr4:71554414:+	UTP3	7
18407	chr17	2583615	-	PAFAH1B1	0	chr17:2583614:-	PAFAH1B1	386
18413	chr16	5125442	-	ALG1	149	chr16:5125441:-	ALG1	147
18420	chr18	12986946	-	SEH1L	386	chr18:12986945:-	SEH1L	384
18423	chr12	124093272	+	DDX55	150	chr12:124093272:+	DDX55	148
18424	chr1	43825058	-	CDC20	58	chr1:43825057:-	CDC20	56
18428	chr20	20006353	+	NAA20	38	chr20:20006353:+	NAA20	24
18430	chr14	102814916	-	CINP	221	chr14:102814915:-	CINP	205
18431	chr2	29150492	-	WDR43	411	chr2:29150491:-	WDR43	410
18435	chr17	73512854	-	TSEN54	29	chr17:73512853:-	TSEN54	27
18436	chr1	112305619	-	DDX20	435	chr1:112305618:-	DDX20	434
18438	chr5	68471308	-	CCNB1	343	chr5:68471307:-	CCNB1	157
18439	chr20	43994321	+	SYS1	76	chr20:43994321:+	SYS1	75
18445	chr12	123812342	-	SBNO1	483	chr12:123812342:+	SBNO1	483
18451	chr11	10772992	-	CTR9	12	chr11:10772991:-	CTR9	11
18453	chr14	50065903	+	LRR1	56	chr14:50065903:+	LRR1	55
18454	chr8	128750981	+	MYC	173	chr8:128750981:+	MYC	158
18458	chr16	46725026	-	ORC6	64	chr16:46725026:+	ORC6	63
18459	chr8	117658802	-	EIF3H	290	chr8:117658801:+	EIF3H	290
18460	chr6	170852785	-	PSMB1	112	NA	NA	NA
18461	chr17	73221277	-	NUP85	226	chr17:73221277:+	NUP85	226
18467	chr16	81061902	-	CENPN	0	chr16:81061901:-	CENPN	312
18471	chr19	13044702	-	FARSA	0	chr19:13044701:-	FARSA	3
18473	chr15	45702678	-	SPATA5L1	462	chr15:45702678:+	SPATA5L1	462
18475	chr11	64785941	+	ARL2	58	chr11:64785941:+	ARL2	56
18481	chr17	73106580	-	ARMC7	39	chr17:73106579:-	ARMC7	37
18484	chr13	21736013	-	SKA3	248	chr13:21736012:+	SKA3	248
18489	chr11	125505335	-	CHEK1	209	chr11:125505334:-	CHEK1	208
18491	chr17	27005850	-	SUPT6H	407	chr17:27005849:-	SUPT6H	406
18493	chr17	79671290	-	SLC25A10	0	chr17:79671289:-	SLC25A10	29
18495	chr14	102822115	+	CINP	114	chr14:102822115:+	CINP	99
18498	chr17	45735924	+	KPNB1	179	chr17:45735924:+	KPNB1	33
18506	chr7	30639625	+	GARS	130	chr7:30639625:+	GARS	128
18508	chr8	128750800	+	MYC	113	chr8:128750800:+	MYC	98
18511	chr17	79680298	+	SLC25A10	0	NA	NA	NA
18514	chr3	48501911	-	ATRIP	487	chr3:48501910:-	ATRIP	393
18516	chr3	10183753	-	VHL	75	chr3:10183752:-	VHL	73
18517	chr17	4701079	+	PSMB6	136	chr17:4701079:+	PSMB6	135
18519	chr16	10851758	+	NUBP1	161	chr16:10851758:+	NUBP1	10
18522	chr1	70710385	+	SRSF11	274	chr1:70710385:+	SRSF11	272
18529	chr2	113316958	+	POLR1B	474	chr2:113316958:+	POLR1B	473
18531	chr11	31531421	+	ELP4	31	chr11:31531421:+	ELP4	29
18537	chr15	41763454	+	RTF1	371	chr15:41763454:+	RTF1	370
18546	chr4	122741846	-	CCNA2	215	chr4:122741846:+	CCNA2	215
18552	chr17	39846432	-	EIF1	97	chr17:39846431:-	EIF1	44
18553	chr10	104018767	+	GBF1	25	chr10:104018767:+	GBF1	24
18556	chr20	34288809	-	ROMO1	74	chr20:34288809:+	ROMO1	74
18558	chr19	12781568	-	WDR83	147	chr19:12781567:-	WDR83	146
18565	chr7	2404126	+	EIF3B	374	chr7:2404126:+	EIF3B	372
18566	chr8	117668100	-	EIF3H	234	chr8:117668100:+	EIF3H	234
18567	chr8	27995346	-	ELP3	347	chr8:27995347:+	ELP3	347
18568	chr20	43995599	-	SYS1	106	chr20:43995599:+	SYS1	104
18572	chr1	153634955	-	ILF2	363	chr1:153634955:+	ILF2	363
18574	chr12	69753788	+	YEATS4	13	chr12:69753788:+	YEATS4	11
18575	chr5	134102664	+	DDX46	89	chr5:134102664:+	DDX46	88
18578	chr13	21751172	-	MRP63	40	chr13:21751171:-	MRP63	39
18588	chr3	172482235	-	ECT2	382	chr3:172482235:+	ECT2	380
18589	chr12	49075504	+	KANSL2	0	chr12:49075504:+	KANSL2	153
18594	chr14	35488231	+	SRP54	370	chr14:35488231:+	SRP54	368
18599	chr10	1046652	-	GTPBP4	231	chr10:1046652:-	GTPBP4	230
18601	chr11	14541841	+	PSMA1	0	NA	NA	NA
18602	chr17	56787282	-	RAD51C	257	chr17:56787281:-	RAD51C	256
18613	chr13	113851481	+	PCID2	0	chr13:113851481:+	PCID2	92
18616	chr6	30029396	-	ZNRD1	32	chr6:30029395:+	ZNRD1	32
18623	chr16	31129000	+	KAT8	0	NA	NA	NA
18624	chr3	72895378	-	SHQ1	0	NA	NA	NA
18625	chrX	153627739	-	RPL10	0	NA	NA	NA
18640	chr7	100479857	+	SRRT	195	chr7:100479857:+	SRRT	194
18642	chr7	100304684	-	POP7	78	chr7:100304683:-	POP7	77
18648	chrX	47058683	-	UBA1	85	chrX:47058682:-	UBA1	98
18652	chr12	110905993	-	GPN3	0	chr12:110905992:-	GPN3	5
18655	chr12	95867953	+	METAP2	0	NA	NA	NA
18658	chr1	28858319	+	RCC1	58	chr1:28858319:+	RCC1	25
18661	chr19	54626934	+	PRPF31	175	chr19:54626934:+	PRPF31	174
18666	chr6	170871170	+	TBP	116	NA	NA	NA
18670	chr20	39742750	-	TOP1	532	chr20:39742749:-	TOP1	531
18676	chr16	24570863	-	RBBP6	238	chr16:24570862:-	RBBP6	103
18680	chr17	47486402	+	PHB	0	NA	NA	NA
18681	chr14	24710424	-	TINF2	164	chr14:24710424:+	TINF2	164
18683	chr19	49589683	-	SNRNP70	5	chr19:49589682:-	SNRNP70	3
18687	chr1	44684379	+	DMAP1	225	chr1:44684379:+	DMAP1	224
18696	chr2	99977992	-	EIF5B	210	chr2:99977991:-	EIF5B	209
18697	chr16	3025708	-	PKMYT1	161	chr16:3025707:-	PKMYT1	153
18698	chr15	41022167	+	RAD51	299	chr15:41022167:+	RAD51	200
18699	chr2	68385127	+	PPP3R1	0	chr2:68385127:+	PNO1	20
18700	chr11	32615478	-	EIF3M	201	chr11:32615477:-	EIF3M	200
18704	chr14	102816284	+	CINP	151	chr14:102816284:+	CINP	136
18706	chr19	10782112	+	ILF3	105	chr19:10782112:+	ILF3	103
18708	chr7	156742659	+	NOM1	77	chr7:156742659:+	NOM1	76
18719	chr16	81045622	+	CENPN	27	chr16:81045622:+	CENPN	25
18724	chr12	6966854	-	USP5	278	chr12:6966853:-	USP5	276
18726	chr14	65482345	-	FNTB	96	chr14:65482344:-	FNTB	95
18728	chrX	24735034	-	POLA1	212	chrX:24735033:-	POLA1	210
18730	chr17	38137281	-	PSMD3	20	chr17:38137282:+	PSMD3	20
18731	chr3	47422662	-	PTPN23	26	chr3:47422661:-	PTPN23	24
18738	chr22	29139906	+	HSCB	92	chr22:29139906:+	HSCB	91
18743	chr18	72632579	-	ZNF407	1787	chr18:72632578:-	ZNF407	1785
18746	chr1	153640015	+	ILF2	0	chr1:153640015:+	ILF2	137
18749	chr19	10221011	-	PPAN	279	chr19:10221011:-	PPAN	278
18753	chr1	92811437	-	RPAP2	552	chr1:92811436:+	RPAP2	551
18755	chr15	40504717	+	BUB1B	802	chr15:40504717:+	BUB1B	801
18759	chr10	12238313	+	CDC123	24	chr10:12238313:+	CDC123	22
18765	chr19	49507676	-	RUVBL2	0	chr19:49507675:-	RUVBL2	88
18766	chr6	30879216	-	GTF2H4	228	chr6:30879215:-	GTF2H4	227
18767	chr17	73214302	-	NUP85	167	chr17:73214301:-	NUP85	165
18771	chr7	99045444	+	CPSF4	0	NA	NA	NA
18779	chr5	74063190	-	NSA2	0	chr5:74063188:+	NSA2	1
18782	chr3	184085943	+	POLR2H	0	chr3:184085943:+	POLR2H	125
18784	chr6	170866145	-	TBP	10	NA	NA	NA
18791	chr6	160205696	+	TCP1	0	NA	NA	NA
18792	chr16	10851842	-	NUBP1	189	chr16:10851841:-	NUBP1	37
18793	chr14	102815064	-	CINP	171	chr14:102815063:-	CINP	157
18798	chr20	60714819	+	PSMA7	0	chr20:60714819:+	PSMA7	121
18800	chr1	145596960	-	POLR3C	388	chr1:145596960:+	POLR3C	388
18808	chr8	95538483	-	KIAA1429	663	chr8:95538482:+	KIAA1429	663
18809	chr3	101390193	-	ZBTB11	186	chr3:101390192:+	ZBTB11	186
18817	chr1	44422253	+	IPO13	329	chr1:44422253:+	IPO13	328
18820	chr16	5123240	-	ALG1	125	chr16:5123239:-	ALG1	123
18828	chr21	34134538	-	GCFC1	247	chr21:34134537:-	PAXBP1	247
18830	chr5	37725140	-	WDR70	568	chr5:37725141:+	WDR70	568
18834	chr19	990334	-	WDR18	190	chr19:990333:-	WDR18	151
18842	chr13	37582289	-	EXOSC8	195	chr13:37582288:-	EXOSC8	194
18843	chr13	34392393	-	RFC3	27	chr13:34392392:-	RFC3	25
18848	chr4	184615146	-	TRAPPC11	822	chr4:184615146:-	TRAPPC11	821
18851	chr17	7160270	-	ELP5	185	chr17:7160269:-	ELP5	183
18854	chr10	27459769	-	MASTL	628	chr10:27459769:-	MASTL	627
18859	chr19	54652357	-	CNOT3	429	chr19:54652356:-	CNOT3	428
18860	chr17	44111640	-	KANSL1	851	chr17:44111639:+	KANSL1	851
18868	chr1	20978892	-	DDOST	450	chr1:20978891:-	DDOST	434
18870	chr22	35806764	+	MCM5	261	chr22:35806764:+	MCM5	216
18872	chr4	1989703	-	WHSC2	203	chr4:1989703:-	NELFA	203
18881	chr3	196669259	+	NCBP2	0	NA	NA	NA
18886	chr3	63825339	-	THOC7	43	chr3:63825338:+	THOC7	43
18887	chr7	129311277	-	NRF1	78	chr7:129311277:+	NRF1	78
18888	chrX	153994227	-	DKC1	73	chrX:153994228:+	DKC1	73
18891	chr1	1500106	+	SSU72	0	chr1:1500106:+	SSU72	91
18895	chr6	30030003	-	ZNRD1	84	chr6:30030003:+	ZNRD1	82
18901	chr9	131267153	-	GLE1	24	chr9:131267152:-	GLE1	22
18910	chr11	65819930	+	SF3B2	26	chr11:65819930:+	SF3B2	19
18920	chrX	47058938	-	UBA1	136	chrX:47058937:-	UBA1	185
18926	chr16	58438477	+	GINS3	205	chr16:58438477:+	GINS3	203
18931	chr17	45730194	+	KPNB1	79	chr17:45730194:+	KPNB1	77
18932	chr2	162227723	-	PSMD14	118	chr2:162227722:-	PSMD14	117
18933	chr19	10217068	+	PPAN	0	NA	NA	NA
18935	chr8	28654091	-	INTS9	275	chr8:28654091:+	INTS9	275
18936	chr15	72873260	-	ARIH1	469	chr15:72873259:-	ARIH1	467
18939	chr5	167919675	+	RARS	65	chr5:167919675:+	RARS	63
18941	chr19	36108091	-	HAUS5	184	chr19:36108090:+	HAUS5	184
18942	chr2	180810318	-	CWC22	755	chr2:180810318:+	CWC22	755
18943	chr9	133573626	-	EXOSC2	117	chr9:133573625:+	EXOSC2	115
18944	chr17	40930979	+	VPS25	142	chr17:40930979:+	VPS25	140
18945	chr10	103908613	-	PPRC1	1553	chr10:103908612:-	PPRC1	1551
18946	chr19	10217308	+	PPAN	51	chr19:10217308:+	PPAN	50
18951	chr16	56865913	-	NUP93	416	chr16:56865914:+	NUP93	416
18953	chrX	152719902	-	HAUS7	0	chrX:152719901:-	HAUS7	184
18955	chr12	6710903	-	CHD4	156	chr12:6710903:+	CHD4	156
18956	chr20	2448343	-	SNRPB	22	chr20:2448342:+	SNRPB	22
18965	chr11	61906207	-	INCENP	380	chr11:61906207:+	INCENP	380
18966	chr15	40501859	-	BUB1B	723	chr15:40501858:-	BUB1B	722
18972	chr9	134014747	-	NUP214	362	chr9:134014747:+	NUP214	362
18977	chr17	72205448	-	RPL38	0	chr17:72205448:-	RPL38	63
18981	chr22	29138206	-	HSCB	42	chr22:29138205:-	HSCB	40
18984	chr16	18866086	-	SMG1	1458	chr16:18866085:+	SMG1	1458
18990	chr20	39729874	-	TOP1	397	chr20:39729873:-	TOP1	396
18991	chr19	10220883	-	PPAN	262	chr19:10220882:-	PPAN	260
18993	chr9	139287189	-	SNAPC4	224	chr9:139287188:+	SNAPC4	224
18995	chr15	45710795	-	SPATA5L1	670	chr15:45710795:+	SPATA5L1	670
18999	chr19	56173865	+	U2AF2	0	NA	NA	NA
19008	chr19	18964125	-	UPF1	375	chr19:18964125:+	UPF1	373
19011	chr12	113623171	-	DDX54	29	NA	NA	NA
19022	chr16	12009255	-	GSPT1	108	chr16:12009254:+	GSPT1	108
19023	chr1	44423797	-	IPO13	564	chr1:44423796:-	IPO13	562
19026	chr16	24574548	-	RBBP6	440	chr16:24574547:-	RBBP6	438
19027	chr2	113326434	-	POLR1B	677	chr2:113326433:-	POLR1B	465
19028	chr9	134015962	-	NUP214	387	chr9:134015961:-	NUP214	385
19029	chr20	34286465	-	NFS1	48	chr20:34286464:+	NFS1	48
19030	chr4	122731224	-	EXOSC9	237	chr4:122731223:+	EXOSC9	190
19036	chr6	30879005	-	GTF2H4	211	chr6:30879004:-	GTF2H4	209
19041	chrX	71494279	+	RPS4X	0	chrX:71494279:+	RPS4X	123
19049	chr4	71555747	-	UTP3	452	chr4:71555746:-	UTP3	450
19051	chr20	2637056	+	NOP56	341	chr20:2637056:+	NOP56	340
19057	chr4	25382079	+	ANAPC4	72	chr4:25382079:+	ANAPC4	71
19066	chrX	77380821	+	PGK1	0	NA	NA	NA
19072	chr12	110780140	-	ATP2A2	736	chr12:110780139:-	ATP2A2	735
19075	chr19	52703561	-	PPP2R1A	0	NA	NA	NA
19077	chr15	35166185	-	AQR	1147	chr15:35166185:+	AQR	1147
19079	chr17	7399557	-	POLR2A	86	chr17:7399556:-	POLR2A	84
19080	chr3	160119774	-	SMC4	71	chr3:160119773:-	SMC4	69
19085	chr12	6965479	-	USP5	150	chr12:6965478:+	USP5	150
19087	chr19	985969	-	WDR18	106	chr19:985970:+	WDR18	106
19089	chr14	100835444	-	WARS	26	chr14:100835443:+	WARS	26
19100	chr4	54319122	-	FIP1L1	441	chr4:54319121:-	FIP1L1	440
19104	chr4	140339058	-	NAA15	0	NA	NA	NA
19108	chr6	30592679	+	MRPS18B	148	chr6:30592679:+	MRPS18B	146
19120	chr2	68385214	+	PPP3R1	0	chr2:68385214:+	PNO1	50
19122	chr7	30668215	-	GARS	580	chr7:30668215:+	GARS	580
19124	chr3	52295497	-	WDR82	0	NA	NA	NA
19129	chr9	135917635	-	GTF3C5	106	chr9:135917634:-	GTF3C5	104
19134	chr12	6673076	-	NOP2	166	chr12:6673076:-	NOP2	171
19137	chr20	62331882	-	ARFRP1	0	chr20:62331882:-	ARFRP1	125
19139	chr20	20013269	+	NAA20	142	chr20:20013269:+	NAA20	140
