#Unname 0	dataset	original symbol	original locus	cutting site	new symbol	new locus
5	chari2015Train293T	ACKR2	chr3:42906163-42906262:-	42906216	CCBP2	chr3:42905994-42907148:+
2969	doench2014-Hs	CD15	chr11:94277716-94277815:+	94277762	FUT4	chr11:94277299-94278891:+
2970	doench2014-Hs	CD15	chr11:94277719-94277818:+	94277765	FUT4	chr11:94277299-94278891:+
2971	doench2014-Hs	CD15	chr11:94278195-94278294:+	94278241	FUT4	chr11:94277299-94278891:+
2972	doench2014-Hs	CD15	chr11:94278701-94278800:-	94278754	FUT4	chr11:94277299-94278891:+
2973	doench2014-Hs	CD15	chr11:94278581-94278680:-	94278634	FUT4	chr11:94277299-94278891:+
2974	doench2014-Hs	CD15	chr11:94278113-94278212:+	94278159	FUT4	chr11:94277299-94278891:+
2975	doench2014-Hs	CD15	chr11:94278070-94278169:+	94278116	FUT4	chr11:94277299-94278891:+
2976	doench2014-Hs	CD15	chr11:94277638-94277737:+	94277684	FUT4	chr11:94277299-94278891:+
2977	doench2014-Hs	CD15	chr11:94277805-94277904:-	94277858	FUT4	chr11:94277299-94278891:+
2978	doench2014-Hs	CD15	chr11:94278073-94278172:+	94278119	FUT4	chr11:94277299-94278891:+
2979	doench2014-Hs	CD15	chr11:94277787-94277886:-	94277840	FUT4	chr11:94277299-94278891:+
2980	doench2014-Hs	CD15	chr11:94278481-94278580:+	94278527	FUT4	chr11:94277299-94278891:+
2981	doench2014-Hs	CD15	chr11:94277799-94277898:-	94277852	FUT4	chr11:94277299-94278891:+
2982	doench2014-Hs	CD15	chr11:94277871-94277970:-	94277924	FUT4	chr11:94277299-94278891:+
2983	doench2014-Hs	CD15	chr11:94278623-94278722:-	94278676	FUT4	chr11:94277299-94278891:+
2984	doench2014-Hs	CD15	chr11:94278575-94278674:-	94278628	FUT4	chr11:94277299-94278891:+
2985	doench2014-Hs	CD15	chr11:94278293-94278392:-	94278346	FUT4	chr11:94277299-94278891:+
2986	doench2014-Hs	CD15	chr11:94278304-94278403:-	94278357	FUT4	chr11:94277299-94278891:+
2987	doench2014-Hs	CD15	chr11:94278303-94278402:+	94278349	FUT4	chr11:94277299-94278891:+
2988	doench2014-Hs	CD15	chr11:94278088-94278187:+	94278134	FUT4	chr11:94277299-94278891:+
2989	doench2014-Hs	CD15	chr11:94277690-94277789:-	94277743	FUT4	chr11:94277299-94278891:+
2990	doench2014-Hs	CD15	chr11:94278365-94278464:-	94278418	FUT4	chr11:94277299-94278891:+
2991	doench2014-Hs	CD15	chr11:94278413-94278512:-	94278466	FUT4	chr11:94277299-94278891:+
2992	doench2014-Hs	CD15	chr11:94277626-94277725:-	94277679	FUT4	chr11:94277299-94278891:+
2993	doench2014-Hs	CD15	chr11:94278421-94278520:+	94278467	FUT4	chr11:94277299-94278891:+
2994	doench2014-Hs	CD15	chr11:94278374-94278473:-	94278427	FUT4	chr11:94277299-94278891:+
2995	doench2014-Hs	CD15	chr11:94277989-94278088:-	94278042	FUT4	chr11:94277299-94278891:+
2996	doench2014-Hs	CD15	chr11:94278276-94278375:-	94278329	FUT4	chr11:94277299-94278891:+
2997	doench2014-Hs	CD15	chr11:94277877-94277976:-	94277930	FUT4	chr11:94277299-94278891:+
2998	doench2014-Hs	CD15	chr11:94277653-94277752:+	94277699	FUT4	chr11:94277299-94278891:+
2999	doench2014-Hs	CD15	chr11:94278105-94278204:+	94278151	FUT4	chr11:94277299-94278891:+
3000	doench2014-Hs	CD15	chr11:94277781-94277880:-	94277834	FUT4	chr11:94277299-94278891:+
3001	doench2014-Hs	CD15	chr11:94277728-94277827:-	94277781	FUT4	chr11:94277299-94278891:+
3002	doench2014-Hs	CD15	chr11:94278482-94278581:-	94278535	FUT4	chr11:94277299-94278891:+
3003	doench2014-Hs	CD15	chr11:94278646-94278745:-	94278699	FUT4	chr11:94277299-94278891:+
3004	doench2014-Hs	CD15	chr11:94277803-94277902:-	94277856	FUT4	chr11:94277299-94278891:+
3005	doench2014-Hs	CD15	chr11:94278312-94278411:+	94278358	FUT4	chr11:94277299-94278891:+
3006	doench2014-Hs	CD15	chr11:94278324-94278423:+	94278370	FUT4	chr11:94277299-94278891:+
3007	doench2014-Hs	CD15	chr11:94278328-94278427:+	94278374	FUT4	chr11:94277299-94278891:+
3008	doench2014-Hs	CD15	chr11:94278255-94278354:-	94278308	FUT4	chr11:94277299-94278891:+
3009	doench2014-Hs	CD15	chr11:94277691-94277790:+	94277737	FUT4	chr11:94277299-94278891:+
3010	doench2014-Hs	CD15	chr11:94277804-94277903:-	94277857	FUT4	chr11:94277299-94278891:+
3011	doench2014-Hs	CD15	chr11:94278747-94278846:+	94278793	FUT4	chr11:94277299-94278891:+
3012	doench2014-Hs	CD15	chr11:94278160-94278259:+	94278206	FUT4	chr11:94277299-94278891:+
3013	doench2014-Hs	CD15	chr11:94278061-94278160:+	94278107	FUT4	chr11:94277299-94278891:+
3014	doench2014-Hs	CD15	chr11:94278280-94278379:-	94278333	FUT4	chr11:94277299-94278891:+
3015	doench2014-Hs	CD15	chr11:94277650-94277749:+	94277696	FUT4	chr11:94277299-94278891:+
3016	doench2014-Hs	CD15	chr11:94277927-94278026:-	94277980	FUT4	chr11:94277299-94278891:+
3017	doench2014-Hs	CD15	chr11:94277649-94277748:-	94277702	FUT4	chr11:94277299-94278891:+
3018	doench2014-Hs	CD15	chr11:94278000-94278099:-	94278053	FUT4	chr11:94277299-94278891:+
3019	doench2014-Hs	CD15	chr11:94277812-94277911:+	94277858	FUT4	chr11:94277299-94278891:+
3020	doench2014-Hs	CD15	chr11:94278466-94278565:-	94278519	FUT4	chr11:94277299-94278891:+
3021	doench2014-Hs	CD15	chr11:94278031-94278130:+	94278077	FUT4	chr11:94277299-94278891:+
3022	doench2014-Hs	CD15	chr11:94278089-94278188:-	94278142	FUT4	chr11:94277299-94278891:+
3023	doench2014-Hs	CD15	chr11:94278052-94278151:+	94278098	FUT4	chr11:94277299-94278891:+
3024	doench2014-Hs	CD15	chr11:94278006-94278105:+	94278052	FUT4	chr11:94277299-94278891:+
3025	doench2014-Hs	CD15	chr11:94278652-94278751:-	94278705	FUT4	chr11:94277299-94278891:+
3026	doench2014-Hs	CD15	chr11:94278076-94278175:+	94278122	FUT4	chr11:94277299-94278891:+
3027	doench2014-Hs	CD15	chr11:94278211-94278310:+	94278257	FUT4	chr11:94277299-94278891:+
3028	doench2014-Hs	CD15	chr11:94277778-94277877:-	94277831	FUT4	chr11:94277299-94278891:+
3029	doench2014-Hs	CD15	chr11:94278407-94278506:+	94278453	FUT4	chr11:94277299-94278891:+
3030	doench2014-Hs	CD15	chr11:94278256-94278355:-	94278309	FUT4	chr11:94277299-94278891:+
3031	doench2014-Hs	CD15	chr11:94278268-94278367:-	94278321	FUT4	chr11:94277299-94278891:+
3032	doench2014-Hs	CD15	chr11:94278112-94278211:+	94278158	FUT4	chr11:94277299-94278891:+
3033	doench2014-Hs	CD15	chr11:94277740-94277839:+	94277786	FUT4	chr11:94277299-94278891:+
3034	doench2014-Hs	CD15	chr11:94277763-94277862:+	94277809	FUT4	chr11:94277299-94278891:+
3035	doench2014-Hs	CD15	chr11:94278569-94278668:+	94278615	FUT4	chr11:94277299-94278891:+
3036	doench2014-Hs	CD15	chr11:94278016-94278115:+	94278062	FUT4	chr11:94277299-94278891:+
3037	doench2014-Hs	CD15	chr11:94278710-94278809:-	94278763	FUT4	chr11:94277299-94278891:+
3038	doench2014-Hs	CD15	chr11:94278606-94278705:-	94278659	FUT4	chr11:94277299-94278891:+
3039	doench2014-Hs	CD15	chr11:94278088-94278187:-	94278141	FUT4	chr11:94277299-94278891:+
3040	doench2014-Hs	CD15	chr11:94278339-94278438:+	94278385	FUT4	chr11:94277299-94278891:+
3041	doench2014-Hs	CD15	chr11:94278017-94278116:-	94278070	FUT4	chr11:94277299-94278891:+
3042	doench2014-Hs	CD15	chr11:94277637-94277736:-	94277690	FUT4	chr11:94277299-94278891:+
3043	doench2014-Hs	CD15	chr11:94277994-94278093:+	94278040	FUT4	chr11:94277299-94278891:+
3044	doench2014-Hs	CD15	chr11:94278031-94278130:-	94278084	FUT4	chr11:94277299-94278891:+
3045	doench2014-Hs	CD15	chr11:94277843-94277942:+	94277889	FUT4	chr11:94277299-94278891:+
3046	doench2014-Hs	CD15	chr11:94278176-94278275:-	94278229	FUT4	chr11:94277299-94278891:+
3047	doench2014-Hs	CD15	chr11:94278568-94278667:+	94278614	FUT4	chr11:94277299-94278891:+
3048	doench2014-Hs	CD15	chr11:94278639-94278738:-	94278692	FUT4	chr11:94277299-94278891:+
3049	doench2014-Hs	CD15	chr11:94278037-94278136:+	94278083	FUT4	chr11:94277299-94278891:+
3050	doench2014-Hs	CD15	chr11:94278160-94278259:-	94278213	FUT4	chr11:94277299-94278891:+
3051	doench2014-Hs	CD15	chr11:94278239-94278338:+	94278285	FUT4	chr11:94277299-94278891:+
3052	doench2014-Hs	CD15	chr11:94278562-94278661:+	94278608	FUT4	chr11:94277299-94278891:+
3053	doench2014-Hs	CD15	chr11:94278616-94278715:-	94278669	FUT4	chr11:94277299-94278891:+
3054	doench2014-Hs	CD15	chr11:94277988-94278087:-	94278041	FUT4	chr11:94277299-94278891:+
3055	doench2014-Hs	CD15	chr11:94277656-94277755:+	94277702	FUT4	chr11:94277299-94278891:+
3056	doench2014-Hs	CD15	chr11:94278003-94278102:-	94278056	FUT4	chr11:94277299-94278891:+
3057	doench2014-Hs	CD15	chr11:94278417-94278516:+	94278463	FUT4	chr11:94277299-94278891:+
3058	doench2014-Hs	CD15	chr11:94278439-94278538:-	94278492	FUT4	chr11:94277299-94278891:+
3059	doench2014-Hs	CD15	chr11:94277673-94277772:+	94277719	FUT4	chr11:94277299-94278891:+
3060	doench2014-Hs	CD15	chr11:94278653-94278752:-	94278706	FUT4	chr11:94277299-94278891:+
3061	doench2014-Hs	CD15	chr11:94278297-94278396:-	94278350	FUT4	chr11:94277299-94278891:+
3062	doench2014-Hs	CD15	chr11:94278097-94278196:-	94278150	FUT4	chr11:94277299-94278891:+
3063	doench2014-Hs	CD15	chr11:94277841-94277940:-	94277894	FUT4	chr11:94277299-94278891:+
3064	doench2014-Hs	CD15	chr11:94277885-94277984:-	94277938	FUT4	chr11:94277299-94278891:+
3065	doench2014-Hs	CD15	chr11:94278438-94278537:-	94278491	FUT4	chr11:94277299-94278891:+
3066	doench2014-Hs	CD15	chr11:94277660-94277759:+	94277706	FUT4	chr11:94277299-94278891:+
3067	doench2014-Hs	CD15	chr11:94277664-94277763:+	94277710	FUT4	chr11:94277299-94278891:+
3068	doench2014-Hs	CD15	chr11:94278505-94278604:+	94278551	FUT4	chr11:94277299-94278891:+
3069	doench2014-Hs	CD15	chr11:94277844-94277943:+	94277890	FUT4	chr11:94277299-94278891:+
3070	doench2014-Hs	CD15	chr11:94278550-94278649:+	94278596	FUT4	chr11:94277299-94278891:+
3071	doench2014-Hs	CD15	chr11:94278007-94278106:+	94278053	FUT4	chr11:94277299-94278891:+
3072	doench2014-Hs	CD15	chr11:94278188-94278287:-	94278241	FUT4	chr11:94277299-94278891:+
3073	doench2014-Hs	CD15	chr11:94277690-94277789:+	94277736	FUT4	chr11:94277299-94278891:+
3074	doench2014-Hs	CD15	chr11:94278422-94278521:+	94278468	FUT4	chr11:94277299-94278891:+
3075	doench2014-Hs	CD15	chr11:94278286-94278385:+	94278332	FUT4	chr11:94277299-94278891:+
3076	doench2014-Hs	CD15	chr11:94278266-94278365:-	94278319	FUT4	chr11:94277299-94278891:+
3077	doench2014-Hs	CD15	chr11:94277659-94277758:+	94277705	FUT4	chr11:94277299-94278891:+
3078	doench2014-Hs	CD15	chr11:94278423-94278522:+	94278469	FUT4	chr11:94277299-94278891:+
3079	doench2014-Hs	CD15	chr11:94278520-94278619:-	94278573	FUT4	chr11:94277299-94278891:+
3080	doench2014-Hs	CD15	chr11:94277688-94277787:+	94277734	FUT4	chr11:94277299-94278891:+
3081	doench2014-Hs	CD15	chr11:94277864-94277963:-	94277917	FUT4	chr11:94277299-94278891:+
3082	doench2014-Hs	CD15	chr11:94278100-94278199:-	94278153	FUT4	chr11:94277299-94278891:+
3083	doench2014-Hs	CD15	chr11:94278719-94278818:-	94278772	FUT4	chr11:94277299-94278891:+
3084	doench2014-Hs	CD15	chr11:94278430-94278529:+	94278476	FUT4	chr11:94277299-94278891:+
3085	doench2014-Hs	CD15	chr11:94278444-94278543:+	94278490	FUT4	chr11:94277299-94278891:+
3086	doench2014-Hs	CD15	chr11:94278124-94278223:+	94278170	FUT4	chr11:94277299-94278891:+
3087	doench2014-Hs	CD15	chr11:94278432-94278531:-	94278485	FUT4	chr11:94277299-94278891:+
3088	doench2014-Hs	CD15	chr11:94278423-94278522:-	94278476	FUT4	chr11:94277299-94278891:+
3089	doench2014-Hs	CD15	chr11:94278353-94278452:-	94278406	FUT4	chr11:94277299-94278891:+
3090	doench2014-Hs	CD15	chr11:94278352-94278451:+	94278398	FUT4	chr11:94277299-94278891:+
3091	doench2014-Hs	CD15	chr11:94277676-94277775:+	94277722	FUT4	chr11:94277299-94278891:+
3092	doench2014-Hs	CD15	chr11:94278548-94278647:+	94278594	FUT4	chr11:94277299-94278891:+
3093	doench2014-Hs	CD15	chr11:94278549-94278648:+	94278595	FUT4	chr11:94277299-94278891:+
3094	doench2014-Hs	CD15	chr11:94277923-94278022:-	94277976	FUT4	chr11:94277299-94278891:+
3095	doench2014-Hs	CD15	chr11:94277684-94277783:-	94277737	FUT4	chr11:94277299-94278891:+
3096	doench2014-Hs	CD15	chr11:94278001-94278100:-	94278054	FUT4	chr11:94277299-94278891:+
3097	doench2014-Hs	CD15	chr11:94277992-94278091:-	94278045	FUT4	chr11:94277299-94278891:+
3098	doench2014-Hs	CD15	chr11:94278123-94278222:+	94278169	FUT4	chr11:94277299-94278891:+
3099	doench2014-Hs	CD15	chr11:94277684-94277783:+	94277730	FUT4	chr11:94277299-94278891:+
3100	doench2014-Hs	CD15	chr11:94278576-94278675:-	94278629	FUT4	chr11:94277299-94278891:+
3101	doench2014-Hs	CD15	chr11:94278114-94278213:-	94278167	FUT4	chr11:94277299-94278891:+
3102	doench2014-Hs	CD15	chr11:94278175-94278274:+	94278221	FUT4	chr11:94277299-94278891:+
3103	doench2014-Hs	CD15	chr11:94278287-94278386:-	94278340	FUT4	chr11:94277299-94278891:+
3104	doench2014-Hs	CD15	chr11:94278674-94278773:-	94278727	FUT4	chr11:94277299-94278891:+
3105	doench2014-Hs	CD15	chr11:94277912-94278011:-	94277965	FUT4	chr11:94277299-94278891:+
3106	doench2014-Hs	CD15	chr11:94278443-94278542:+	94278489	FUT4	chr11:94277299-94278891:+
3107	doench2014-Hs	CD15	chr11:94277991-94278090:-	94278044	FUT4	chr11:94277299-94278891:+
3108	doench2014-Hs	CD15	chr11:94277689-94277788:+	94277735	FUT4	chr11:94277299-94278891:+
3109	doench2014-Hs	CD15	chr11:94277787-94277886:+	94277833	FUT4	chr11:94277299-94278891:+
3110	doench2014-Hs	CD15	chr11:94277842-94277941:-	94277895	FUT4	chr11:94277299-94278891:+
3111	doench2014-Hs	CD15	chr11:94278759-94278858:+	94278805	FUT4	chr11:94277299-94278891:+
3112	doench2014-Hs	CD15	chr11:94278267-94278366:-	94278320	FUT4	chr11:94277299-94278891:+
3113	doench2014-Hs	CD15	chr11:94278105-94278204:-	94278158	FUT4	chr11:94277299-94278891:+
3114	doench2014-Hs	CD15	chr11:94277865-94277964:-	94277918	FUT4	chr11:94277299-94278891:+
3115	doench2014-Hs	CD15	chr11:94277663-94277762:+	94277709	FUT4	chr11:94277299-94278891:+
3116	doench2014-Hs	CD15	chr11:94277969-94278068:-	94278022	FUT4	chr11:94277299-94278891:+
3117	doench2014-Hs	CD15	chr11:94278106-94278205:-	94278159	FUT4	chr11:94277299-94278891:+
3118	doench2014-Hs	CD15	chr11:94277667-94277766:+	94277713	FUT4	chr11:94277299-94278891:+
3119	doench2014-Hs	CD15	chr11:94277865-94277964:+	94277911	FUT4	chr11:94277299-94278891:+
3120	doench2014-Hs	CD15	chr11:94277672-94277771:+	94277718	FUT4	chr11:94277299-94278891:+
3121	doench2014-Hs	CD15	chr11:94277941-94278040:+	94277987	FUT4	chr11:94277299-94278891:+
3122	doench2014-Hs	CD15	chr11:94278311-94278410:+	94278357	FUT4	chr11:94277299-94278891:+
3123	doench2014-Hs	CD15	chr11:94277966-94278065:-	94278019	FUT4	chr11:94277299-94278891:+
3124	doench2014-Hs	CD15	chr11:94277814-94277913:-	94277867	FUT4	chr11:94277299-94278891:+
3125	doench2014-Hs	CD15	chr11:94278212-94278311:-	94278265	FUT4	chr11:94277299-94278891:+
3126	doench2014-Hs	CD15	chr11:94278717-94278816:+	94278763	FUT4	chr11:94277299-94278891:+
3127	doench2014-Hs	CD15	chr11:94278413-94278512:+	94278459	FUT4	chr11:94277299-94278891:+
3128	doench2014-Hs	CD15	chr11:94278652-94278751:+	94278698	FUT4	chr11:94277299-94278891:+
3129	doench2014-Hs	CD15	chr11:94277935-94278034:-	94277988	FUT4	chr11:94277299-94278891:+
3130	doench2014-Hs	CD15	chr11:94278658-94278757:-	94278711	FUT4	chr11:94277299-94278891:+
3131	doench2014-Hs	CD15	chr11:94278316-94278415:+	94278362	FUT4	chr11:94277299-94278891:+
3132	doench2014-Hs	CD15	chr11:94278275-94278374:-	94278328	FUT4	chr11:94277299-94278891:+
3133	doench2014-Hs	CD15	chr11:94278294-94278393:-	94278347	FUT4	chr11:94277299-94278891:+
3134	doench2014-Hs	CD15	chr11:94278397-94278496:-	94278450	FUT4	chr11:94277299-94278891:+
3135	doench2014-Hs	CD15	chr11:94278338-94278437:-	94278391	FUT4	chr11:94277299-94278891:+
3136	doench2014-Hs	CD15	chr11:94278006-94278105:-	94278059	FUT4	chr11:94277299-94278891:+
3137	doench2014-Hs	CD15	chr11:94277833-94277932:+	94277879	FUT4	chr11:94277299-94278891:+
3138	doench2014-Hs	CD15	chr11:94278151-94278250:-	94278204	FUT4	chr11:94277299-94278891:+
3139	doench2014-Hs	CD15	chr11:94277816-94277915:+	94277862	FUT4	chr11:94277299-94278891:+
3140	doench2014-Hs	CD15	chr11:94277980-94278079:+	94278026	FUT4	chr11:94277299-94278891:+
3141	doench2014-Hs	CD15	chr11:94277845-94277944:+	94277891	FUT4	chr11:94277299-94278891:+
3142	doench2014-Hs	CD15	chr11:94277883-94277982:+	94277929	FUT4	chr11:94277299-94278891:+
3143	doench2014-Hs	CD15	chr11:94278162-94278261:+	94278208	FUT4	chr11:94277299-94278891:+
3144	doench2014-Hs	CD15	chr11:94278359-94278458:-	94278412	FUT4	chr11:94277299-94278891:+
3145	doench2014-Hs	CD15	chr11:94278340-94278439:+	94278386	FUT4	chr11:94277299-94278891:+
3146	doench2014-Hs	CD15	chr11:94278665-94278764:-	94278718	FUT4	chr11:94277299-94278891:+
3147	doench2014-Hs	CD15	chr11:94278358-94278457:+	94278404	FUT4	chr11:94277299-94278891:+
3148	doench2014-Hs	CD15	chr11:94278129-94278228:+	94278175	FUT4	chr11:94277299-94278891:+
3149	doench2014-Hs	CD15	chr11:94278150-94278249:-	94278203	FUT4	chr11:94277299-94278891:+
3150	doench2014-Hs	CD15	chr11:94278452-94278551:-	94278505	FUT4	chr11:94277299-94278891:+
3151	doench2014-Hs	CD15	chr11:94277815-94277914:+	94277861	FUT4	chr11:94277299-94278891:+
3152	doench2014-Hs	CD15	chr11:94278748-94278847:+	94278794	FUT4	chr11:94277299-94278891:+
3153	doench2014-Hs	CD15	chr11:94278266-94278365:+	94278312	FUT4	chr11:94277299-94278891:+
3154	doench2014-Hs	CD15	chr11:94278460-94278559:+	94278506	FUT4	chr11:94277299-94278891:+
3155	doench2014-Hs	CD15	chr11:94278561-94278660:-	94278614	FUT4	chr11:94277299-94278891:+
3156	doench2014-Hs	CD15	chr11:94278742-94278841:-	94278795	FUT4	chr11:94277299-94278891:+
3157	doench2014-Hs	CD15	chr11:94277963-94278062:-	94278016	FUT4	chr11:94277299-94278891:+
3158	doench2014-Hs	CD15	chr11:94278248-94278347:-	94278301	FUT4	chr11:94277299-94278891:+
3159	doench2014-Hs	CD15	chr11:94278220-94278319:+	94278266	FUT4	chr11:94277299-94278891:+
3160	doench2014-Hs	CD15	chr11:94278319-94278418:+	94278365	FUT4	chr11:94277299-94278891:+
3161	doench2014-Hs	CD15	chr11:94277755-94277854:-	94277808	FUT4	chr11:94277299-94278891:+
3162	doench2014-Hs	CD15	chr11:94278161-94278260:-	94278214	FUT4	chr11:94277299-94278891:+
3163	doench2014-Hs	CD15	chr11:94278310-94278409:+	94278356	FUT4	chr11:94277299-94278891:+
3164	doench2014-Hs	CD15	chr11:94277832-94277931:+	94277878	FUT4	chr11:94277299-94278891:+
3165	doench2014-Hs	CD15	chr11:94277875-94277974:-	94277928	FUT4	chr11:94277299-94278891:+
3166	doench2014-Hs	CD15	chr11:94278625-94278724:+	94278671	FUT4	chr11:94277299-94278891:+
3167	doench2014-Hs	CD15	chr11:94278210-94278309:+	94278256	FUT4	chr11:94277299-94278891:+
3168	doench2014-Hs	CD15	chr11:94278607-94278706:-	94278660	FUT4	chr11:94277299-94278891:+
3169	doench2014-Hs	CD15	chr11:94278686-94278785:-	94278739	FUT4	chr11:94277299-94278891:+
3170	doench2014-Hs	CD15	chr11:94278162-94278261:-	94278215	FUT4	chr11:94277299-94278891:+
3171	doench2014-Hs	CD15	chr11:94277982-94278081:+	94278028	FUT4	chr11:94277299-94278891:+
3172	doench2014-Hs	CD15	chr11:94277846-94277945:+	94277892	FUT4	chr11:94277299-94278891:+
3173	doench2014-Hs	CD15	chr11:94278208-94278307:-	94278261	FUT4	chr11:94277299-94278891:+
3174	doench2014-Hs	CD15	chr11:94278386-94278485:-	94278439	FUT4	chr11:94277299-94278891:+
3175	doench2014-Hs	CD15	chr11:94277981-94278080:+	94278027	FUT4	chr11:94277299-94278891:+
3176	doench2014-Hs	CD15	chr11:94278112-94278211:-	94278165	FUT4	chr11:94277299-94278891:+
3177	doench2014-Hs	CD15	chr11:94277766-94277865:+	94277812	FUT4	chr11:94277299-94278891:+
3178	doench2014-Hs	CD15	chr11:94277953-94278052:-	94278006	FUT4	chr11:94277299-94278891:+
3179	doench2014-Hs	CD15	chr11:94278586-94278685:-	94278639	FUT4	chr11:94277299-94278891:+
3180	doench2014-Hs	CD15	chr11:94278559-94278658:+	94278605	FUT4	chr11:94277299-94278891:+
3181	doench2014-Hs	CD15	chr11:94278119-94278218:-	94278172	FUT4	chr11:94277299-94278891:+
3182	doench2014-Hs	CD15	chr11:94278416-94278515:+	94278462	FUT4	chr11:94277299-94278891:+
3183	doench2014-Hs	CD15	chr11:94278506-94278605:-	94278559	FUT4	chr11:94277299-94278891:+
3184	doench2014-Hs	CD15	chr11:94277700-94277799:-	94277753	FUT4	chr11:94277299-94278891:+
3185	doench2014-Hs	CD15	chr11:94278467-94278566:-	94278520	FUT4	chr11:94277299-94278891:+
3186	doench2014-Hs	CD15	chr11:94277764-94277863:+	94277810	FUT4	chr11:94277299-94278891:+
3187	doench2014-Hs	CD15	chr11:94277936-94278035:+	94277982	FUT4	chr11:94277299-94278891:+
3188	doench2014-Hs	CD15	chr11:94278734-94278833:-	94278787	FUT4	chr11:94277299-94278891:+
3189	doench2014-Hs	CD15	chr11:94278292-94278391:-	94278345	FUT4	chr11:94277299-94278891:+
3190	doench2014-Hs	CD15	chr11:94277726-94277825:+	94277772	FUT4	chr11:94277299-94278891:+
3191	doench2014-Hs	CD15	chr11:94277903-94278002:+	94277949	FUT4	chr11:94277299-94278891:+
3192	doench2014-Hs	CD15	chr11:94278161-94278260:+	94278207	FUT4	chr11:94277299-94278891:+
3193	doench2014-Hs	CD15	chr11:94277725-94277824:-	94277778	FUT4	chr11:94277299-94278891:+
3194	doench2014-Hs	CD15	chr11:94278064-94278163:+	94278110	FUT4	chr11:94277299-94278891:+
3195	doench2014-Hs	CD15	chr11:94278214-94278313:+	94278260	FUT4	chr11:94277299-94278891:+
3196	doench2014-Hs	CD15	chr11:94277629-94277728:+	94277675	FUT4	chr11:94277299-94278891:+
3197	doench2014-Hs	CD15	chr11:94278358-94278457:-	94278411	FUT4	chr11:94277299-94278891:+
3198	doench2014-Hs	CD15	chr11:94277637-94277736:+	94277683	FUT4	chr11:94277299-94278891:+
3199	doench2014-Hs	CD15	chr11:94278034-94278133:+	94278080	FUT4	chr11:94277299-94278891:+
10318	xu2015	AAVS1	chr19:55626996-55627095:+	55627042	ZNF578	chr19:53005098-57707218:+
10319	xu2015	AAVS1	chr19:55626268-55626367:-	55626321	ZNF578	chr19:53005098-57707218:+
10320	xu2015	AAVS1	chr19:55627462-55627561:-	55627515	ZNF578	chr19:53005098-57707218:+
10321	xu2015	AAVS1	chr19:55627395-55627494:-	55627448	ZNF578	chr19:53005098-57707218:+
10322	xu2015	AAVS1	chr19:55627566-55627665:-	55627619	ZNF578	chr19:53005098-57707218:+
10323	xu2015	AAVS1	chr19:55626726-55626825:+	55626772	ZNF578	chr19:53005098-57707218:+
10324	xu2015	AAVS1	chr19:55627016-55627115:-	55627069	ZNF578	chr19:53005098-57707218:+
10325	xu2015	AAVS1	chr19:55626369-55626468:-	55626422	ZNF578	chr19:53005098-57707218:+
10326	xu2015	AAVS1	chr19:55627272-55627371:-	55627325	ZNF578	chr19:53005098-57707218:+
10333	xu2015	AAVS1	chr19:55627410-55627509:+	55627456	ZNF578	chr19:53005098-57707218:+
10335	xu2015	AAVS1	chr19:55627639-55627738:+	55627685	ZNF578	chr19:53005098-57707218:+
10336	xu2015	AAVS1	chr19:55626827-55626926:-	55626880	ZNF578	chr19:53005098-57707218:+
10337	xu2015	AAVS1	chr19:55627539-55627638:-	55627592	ZNF578	chr19:53005098-57707218:+
10338	xu2015	AAVS1	chr19:55627494-55627593:+	55627540	ZNF578	chr19:53005098-57707218:+
10339	xu2015	AAVS1	chr19:55627270-55627369:-	55627323	ZNF578	chr19:53005098-57707218:+
10340	xu2015	AAVS1	chr19:55626441-55626540:+	55626487	ZNF578	chr19:53005098-57707218:+
10341	xu2015	AAVS1	chr19:55626292-55626391:+	55626338	ZNF578	chr19:53005098-57707218:+
10342	xu2015	AAVS1	chr19:55626176-55626275:+	55626222	ZNF578	chr19:53005098-57707218:+
10345	xu2015	AAVS1	chr19:55626775-55626874:+	55626821	ZNF578	chr19:53005098-57707218:+
10346	xu2015	AAVS1	chr19:55627193-55627292:+	55627239	ZNF578	chr19:53005098-57707218:+
10510	xu2015TrainHl60	DCAF7	chr17:61628037-61628136:+	61628083	NA	NA
10511	xu2015TrainHl60	DCAF7	chr17:61628037-61628136:-	61628090	NA	NA
10512	xu2015TrainHl60	DCAF7	chr17:61628067-61628166:+	61628113	NA	NA
10827	xu2015TrainHl60	PRKDC	chr8:48872576-48872675:+	48872622	NA	NA
10828	xu2015TrainHl60	PRKDC	chr8:48872598-48872697:-	48872651	NA	NA
10984	xu2015TrainHl60	TMEM258	chr11:61557293-61557392:+	61557339	C11orf10	chr11:61557266-61560029:-
10985	xu2015TrainHl60	TMEM258	chr11:61557339-61557438:-	61557392	C11orf10	chr11:61557266-61560029:-
10986	xu2015TrainHl60	TMEM258	chr11:61558012-61558111:+	61558058	C11orf10	chr11:61557266-61560029:-
11028	xu2015TrainHl60	UHRF1	chr19:4910863-4910962:+	4910909	NA	NA
11029	xu2015TrainHl60	UHRF1	chr19:4910870-4910969:+	4910916	NA	NA
11030	xu2015TrainHl60	UHRF1	chr19:4910870-4910969:-	4910923	NA	NA
11031	xu2015TrainHl60	UHRF1	chr19:4910894-4910993:+	4910940	NA	NA
11032	xu2015TrainHl60	UHRF1	chr19:4910924-4911023:+	4910970	NA	NA
