#Index	dataset	original symbol	original locus	cutting site	new symbol	new locus
162780	EKO-NALM6_PMID29038160	C20orf191	chr20:26084218-26084317:+	26084267	NA	NA
162781	EKO-NALM6_PMID29038160	C20orf191	chr20:26084247-26084346:-	26084297	NA	NA
162782	EKO-NALM6_PMID29038160	C20orf191	chr20:26084249-26084348:+	26084298	NA	NA
162783	EKO-NALM6_PMID29038160	C20orf191	chr20:26094469-26094568:+	26094518	NA	NA
162784	EKO-NALM6_PMID29038160	C20orf191	chr20:26094470-26094569:-	26094520	NA	NA
162785	EKO-NALM6_PMID29038160	C20orf191	chr20:26094507-26094606:+	26094556	NA	NA
162787	EKO-NALM6_PMID29038160	C20orf191	chr20:26094547-26094646:-	26094597	NA	NA
162788	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516482-29516581:+	29516531	NA	NA
162789	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516527-29516626:+	29516576	NA	NA
162790	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516554-29516653:+	29516603	NA	NA
162791	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516582-29516681:-	29516632	NA	NA
162792	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516619-29516718:-	29516669	NA	NA
162793	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516661-29516760:-	29516711	NA	NA
162794	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516714-29516813:+	29516763	NA	NA
162795	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516719-29516818:-	29516769	NA	NA
162796	EKO-NALM6_PMID29038160	LOC100128749	chr20:29516760-29516859:+	29516809	NA	NA
162797	EKO-NALM6_PMID29038160	LOC100128749	chr20:29521071-29521170:-	29521121	NA	NA
162798	EKO-NALM6_PMID29038160	FRG1B	chr20:29623139-29623238:+	29623188	HM13	chr20:29566015-30157021:+
162799	EKO-NALM6_PMID29038160	FRG1B	chr20:29625835-29625934:+	29625884	HM13	chr20:29566015-30157021:+
162800	EKO-NALM6_PMID29038160	FRG1B	chr20:29625895-29625994:+	29625944	HM13	chr20:29566015-30157021:+
162801	EKO-NALM6_PMID29038160	FRG1B	chr20:29638899-29638998:+	29638948	HM13	chr20:29566015-30157021:+
162802	EKO-NALM6_PMID29038160	FRG1B	chr20:29652094-29652193:-	29652144	HM13	chr20:29566015-30157021:+
162813	EKO-NALM6_PMID29038160	LOC149935	chr20:29873756-29873855:-	29873806	HM13	chr20:29566015-30157021:+
162814	EKO-NALM6_PMID29038160	LOC149935	chr20:29873844-29873943:-	29873894	HM13	chr20:29566015-30157021:+
162815	EKO-NALM6_PMID29038160	LOC149935	chr20:29873955-29874054:+	29874004	HM13	chr20:29566015-30157021:+
162816	EKO-NALM6_PMID29038160	LOC149935	chr20:29873957-29874056:-	29874007	HM13	chr20:29566015-30157021:+
162817	EKO-NALM6_PMID29038160	LOC149935	chr20:29874024-29874123:-	29874074	HM13	chr20:29566015-30157021:+
162818	EKO-NALM6_PMID29038160	LOC149935	chr20:29874065-29874164:-	29874115	HM13	chr20:29566015-30157021:+
162819	EKO-NALM6_PMID29038160	LOC149935	chr20:29874120-29874219:-	29874170	HM13	chr20:29566015-30157021:+
162820	EKO-NALM6_PMID29038160	LOC149935	chr20:29874153-29874252:-	29874203	HM13	chr20:29566015-30157021:+
162821	EKO-NALM6_PMID29038160	LOC149935	chr20:29874258-29874357:-	29874308	HM13	chr20:29566015-30157021:+
162822	EKO-NALM6_PMID29038160	LOC149935	chr20:29874304-29874403:-	29874354	HM13	chr20:29566015-30157021:+
162893	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073549-30073648:+	30073598	HM13	chr20:29566015-30157021:+
162894	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073591-30073690:+	30073640	HM13	chr20:29566015-30157021:+
162895	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073610-30073709:+	30073659	HM13	chr20:29566015-30157021:+
162896	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073629-30073728:-	30073679	HM13	chr20:29566015-30157021:+
162897	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073683-30073782:+	30073732	HM13	chr20:29566015-30157021:+
162898	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073708-30073807:+	30073757	HM13	chr20:29566015-30157021:+
162899	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30073761-30073860:+	30073810	HM13	chr20:29566015-30157021:+
162900	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30074861-30074960:+	30074910	HM13	chr20:29566015-30157021:+
162901	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30074889-30074988:+	30074938	HM13	chr20:29566015-30157021:+
162902	EKO-NALM6_PMID29038160	NCRNA00028	chr20:30074894-30074993:-	30074944	HM13	chr20:29566015-30157021:+
162931	EKO-NALM6_PMID29038160	ENSG00000268457	chr20:30308955-30309054:-	30309005	BCL2L1	chr20:30253751-30310020:-
162932	EKO-NALM6_PMID29038160	ENSG00000268457	chr20:30308956-30309055:-	30309006	BCL2L1	chr20:30253751-30310020:-
162933	EKO-NALM6_PMID29038160	ENSG00000268457	chr20:30308969-30309068:+	30309018	BCL2L1	chr20:30253751-30310020:-
162934	EKO-NALM6_PMID29038160	ENSG00000268457	chr20:30308970-30309069:+	30309019	BCL2L1	chr20:30253751-30310020:-
162935	EKO-NALM6_PMID29038160	ENSG00000268457	chr20:30308972-30309071:+	30309021	BCL2L1	chr20:30253751-30310020:-
162936	EKO-NALM6_PMID29038160	ENSG00000268457	chr20:30308973-30309072:+	30309022	BCL2L1	chr20:30253751-30310020:-
163017	EKO-NALM6_PMID29038160	CCM2L	chr20:30602676-30602775:-	30602726	C20orf160	chr20:30598257-30617604:+
163018	EKO-NALM6_PMID29038160	CCM2L	chr20:30602737-30602836:-	30602787	C20orf160	chr20:30598257-30617604:+
163019	EKO-NALM6_PMID29038160	CCM2L	chr20:30605597-30605696:-	30605647	C20orf160	chr20:30598257-30617604:+
163020	EKO-NALM6_PMID29038160	CCM2L	chr20:30605632-30605731:+	30605681	C20orf160	chr20:30598257-30617604:+
163021	EKO-NALM6_PMID29038160	CCM2L	chr20:30605760-30605859:+	30605809	C20orf160	chr20:30598257-30617604:+
163022	EKO-NALM6_PMID29038160	CCM2L	chr20:30605871-30605970:-	30605921	C20orf160	chr20:30598257-30617604:+
163023	EKO-NALM6_PMID29038160	CCM2L	chr20:30606845-30606944:+	30606894	C20orf160	chr20:30598257-30617604:+
163024	EKO-NALM6_PMID29038160	CCM2L	chr20:30606974-30607073:+	30607023	C20orf160	chr20:30598257-30617604:+
163025	EKO-NALM6_PMID29038160	CCM2L	chr20:30607125-30607224:-	30607175	C20orf160	chr20:30598257-30617604:+
163026	EKO-NALM6_PMID29038160	CCM2L	chr20:30616798-30616897:-	30616848	C20orf160	chr20:30598257-30617604:+
163047	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777560-30777659:-	30777610	NA	NA
163048	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777638-30777737:-	30777688	NA	NA
163049	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777662-30777761:-	30777712	NA	NA
163050	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777686-30777785:-	30777736	NA	NA
163051	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777716-30777815:-	30777766	NA	NA
163052	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777734-30777833:-	30777784	NA	NA
163053	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777890-30777989:-	30777940	NA	NA
163054	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777916-30778015:-	30777966	NA	NA
163055	EKO-NALM6_PMID29038160	TSPYL3	chr20:30777992-30778091:-	30778042	NA	NA
163056	EKO-NALM6_PMID29038160	TSPYL3	chr20:30778022-30778121:-	30778072	NA	NA
163107	EKO-NALM6_PMID29038160	LOC149950	chr20:31196073-31196172:-	31196123	NA	NA
163108	EKO-NALM6_PMID29038160	LOC149950	chr20:31196102-31196201:-	31196152	NA	NA
163109	EKO-NALM6_PMID29038160	LOC149950	chr20:31196149-31196248:+	31196198	NA	NA
163110	EKO-NALM6_PMID29038160	LOC149950	chr20:31196155-31196254:-	31196205	NA	NA
163111	EKO-NALM6_PMID29038160	LOC149950	chr20:31196185-31196284:+	31196234	NA	NA
163112	EKO-NALM6_PMID29038160	LOC149950	chr20:31196207-31196306:+	31196256	NA	NA
163113	EKO-NALM6_PMID29038160	LOC149950	chr20:31196259-31196358:+	31196308	NA	NA
163114	EKO-NALM6_PMID29038160	LOC149950	chr20:31196306-31196405:+	31196355	NA	NA
163115	EKO-NALM6_PMID29038160	LOC149950	chr20:31196308-31196407:-	31196358	NA	NA
163116	EKO-NALM6_PMID29038160	LOC149950	chr20:31196347-31196446:-	31196397	NA	NA
163117	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278024-31278123:-	31278074	NA	NA
163118	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278039-31278138:-	31278089	NA	NA
163119	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278096-31278195:-	31278146	NA	NA
163120	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278134-31278233:+	31278183	NA	NA
163121	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278137-31278236:-	31278187	NA	NA
163122	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278228-31278327:+	31278277	NA	NA
163123	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278327-31278426:+	31278376	NA	NA
163124	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278328-31278427:-	31278378	NA	NA
163125	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278373-31278472:+	31278422	NA	NA
163126	EKO-NALM6_PMID29038160	BAK1P1	chr20:31278558-31278657:+	31278607	NA	NA
163227	EKO-NALM6_PMID29038160	BASE	chr20:31785991-31786090:-	31786041	CBFA2T2	chr20:31658448-32232451:+
163228	EKO-NALM6_PMID29038160	BASE	chr20:31786026-31786125:+	31786075	CBFA2T2	chr20:31658448-32232451:+
163229	EKO-NALM6_PMID29038160	BASE	chr20:31786042-31786141:-	31786092	CBFA2T2	chr20:31658448-32232451:+
163230	EKO-NALM6_PMID29038160	BASE	chr20:31786060-31786159:-	31786110	CBFA2T2	chr20:31658448-32232451:+
163231	EKO-NALM6_PMID29038160	BASE	chr20:31787155-31787254:-	31787205	CBFA2T2	chr20:31658448-32232451:+
163232	EKO-NALM6_PMID29038160	BASE	chr20:31787174-31787273:-	31787224	CBFA2T2	chr20:31658448-32232451:+
163233	EKO-NALM6_PMID29038160	BASE	chr20:31789347-31789446:+	31789396	CBFA2T2	chr20:31658448-32232451:+
163234	EKO-NALM6_PMID29038160	BASE	chr20:31789359-31789458:-	31789409	CBFA2T2	chr20:31658448-32232451:+
163235	EKO-NALM6_PMID29038160	BASE	chr20:31790387-31790486:+	31790436	CBFA2T2	chr20:31658448-32232451:+
163236	EKO-NALM6_PMID29038160	BASE	chr20:31792892-31792991:-	31792942	CBFA2T2	chr20:31658448-32232451:+
163245	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823057-31823156:+	31823106	CBFA2T2	chr20:31658448-32232451:+
163246	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823063-31823162:-	31823113	CBFA2T2	chr20:31658448-32232451:+
163247	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823096-31823195:-	31823146	CBFA2T2	chr20:31658448-32232451:+
163248	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823167-31823266:-	31823217	CBFA2T2	chr20:31658448-32232451:+
163249	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823194-31823293:-	31823244	CBFA2T2	chr20:31658448-32232451:+
163250	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823211-31823310:-	31823261	CBFA2T2	chr20:31658448-32232451:+
163251	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823242-31823341:-	31823292	CBFA2T2	chr20:31658448-32232451:+
163252	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823280-31823379:+	31823329	CBFA2T2	chr20:31658448-32232451:+
163253	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823308-31823407:-	31823358	CBFA2T2	chr20:31658448-32232451:+
163254	EKO-NALM6_PMID29038160	ENSG00000269117	chr20:31823334-31823433:-	31823384	CBFA2T2	chr20:31658448-32232451:+
163469	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421354-33421453:-	33421404	ACSS2	chr20:32934364-33515016:+
163470	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421384-33421483:+	33421433	ACSS2	chr20:32934364-33515016:+
163471	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421390-33421489:-	33421440	ACSS2	chr20:32934364-33515016:+
163472	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421410-33421509:-	33421460	ACSS2	chr20:32934364-33515016:+
163473	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421483-33421582:-	33421533	ACSS2	chr20:32934364-33515016:+
163474	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421549-33421648:-	33421599	ACSS2	chr20:32934364-33515016:+
163475	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421631-33421730:+	33421680	ACSS2	chr20:32934364-33515016:+
163476	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421664-33421763:+	33421713	ACSS2	chr20:32934364-33515016:+
163477	EKO-NALM6_PMID29038160	HMGB3L1	chr20:33421684-33421783:-	33421734	ACSS2	chr20:32934364-33515016:+
163572	EKO-NALM6_PMID29038160	UQCC1	chr20:33894455-33894554:+	33894504	NFS1	chr20:33746059-34287209:-
163573	EKO-NALM6_PMID29038160	UQCC1	chr20:33894499-33894598:+	33894548	NFS1	chr20:33746059-34287209:-
163574	EKO-NALM6_PMID29038160	UQCC1	chr20:33894515-33894614:-	33894565	NFS1	chr20:33746059-34287209:-
163575	EKO-NALM6_PMID29038160	UQCC1	chr20:33934925-33935024:-	33934975	NFS1	chr20:33746059-34287209:-
163576	EKO-NALM6_PMID29038160	UQCC1	chr20:33934936-33935035:-	33934986	NFS1	chr20:33746059-34287209:-
163577	EKO-NALM6_PMID29038160	UQCC1	chr20:33934990-33935089:+	33935039	NFS1	chr20:33746059-34287209:-
163578	EKO-NALM6_PMID29038160	UQCC1	chr20:33934993-33935092:-	33935043	NFS1	chr20:33746059-34287209:-
163579	EKO-NALM6_PMID29038160	UQCC1	chr20:33954313-33954412:+	33954362	NFS1	chr20:33746059-34287209:-
163580	EKO-NALM6_PMID29038160	UQCC1	chr20:33981880-33981979:-	33981930	NFS1	chr20:33746059-34287209:-
163581	EKO-NALM6_PMID29038160	GDF5OS	chr20:34020867-34020966:+	34020916	NFS1	chr20:33746059-34287209:-
163582	EKO-NALM6_PMID29038160	GDF5OS	chr20:34021607-34021706:+	34021656	NFS1	chr20:33746059-34287209:-
163583	EKO-NALM6_PMID29038160	GDF5OS	chr20:34021641-34021740:+	34021690	NFS1	chr20:33746059-34287209:-
163629	EKO-NALM6_PMID29038160	FER1L4	chr20:34164530-34164629:-	34164580	NFS1	chr20:33746059-34287209:-
163630	EKO-NALM6_PMID29038160	FER1L4	chr20:34190415-34190514:+	34190464	NFS1	chr20:33746059-34287209:-
163631	EKO-NALM6_PMID29038160	FER1L4	chr20:34190912-34191011:-	34190962	NFS1	chr20:33746059-34287209:-
163632	EKO-NALM6_PMID29038160	FER1L4	chr20:34190944-34191043:-	34190994	NFS1	chr20:33746059-34287209:-
163633	EKO-NALM6_PMID29038160	FER1L4	chr20:34190983-34191082:-	34191033	NFS1	chr20:33746059-34287209:-
163634	EKO-NALM6_PMID29038160	FER1L4	chr20:34191001-34191100:-	34191051	NFS1	chr20:33746059-34287209:-
163635	EKO-NALM6_PMID29038160	FER1L4	chr20:34191158-34191257:+	34191207	NFS1	chr20:33746059-34287209:-
163636	EKO-NALM6_PMID29038160	FER1L4	chr20:34191186-34191285:+	34191235	NFS1	chr20:33746059-34287209:-
163637	EKO-NALM6_PMID29038160	FER1L4	chr20:34191187-34191286:-	34191237	NFS1	chr20:33746059-34287209:-
163638	EKO-NALM6_PMID29038160	FER1L4	chr20:34191675-34191774:+	34191724	NFS1	chr20:33746059-34287209:-
163696	EKO-NALM6_PMID29038160	RPF2P	chr20:34340745-34340844:-	34340795	NA	NA
163697	EKO-NALM6_PMID29038160	RPF2P	chr20:34341212-34341311:+	34341261	NA	NA
163698	EKO-NALM6_PMID29038160	RPF2P	chr20:34341219-34341318:-	34341269	NA	NA
163699	EKO-NALM6_PMID29038160	RPF2P	chr20:34341346-34341445:-	34341396	NA	NA
163700	EKO-NALM6_PMID29038160	RPF2P	chr20:34341378-34341477:-	34341428	NA	NA
163701	EKO-NALM6_PMID29038160	RPF2P	chr20:34341418-34341517:-	34341468	NA	NA
163722	EKO-NALM6_PMID29038160	CNBD2	chr20:34556681-34556780:+	34556730	C20orf152	chr20:34556684-34618569:+
163723	EKO-NALM6_PMID29038160	CNBD2	chr20:34560517-34560616:+	34560566	C20orf152	chr20:34556684-34618569:+
163724	EKO-NALM6_PMID29038160	CNBD2	chr20:34560560-34560659:+	34560609	C20orf152	chr20:34556684-34618569:+
163725	EKO-NALM6_PMID29038160	CNBD2	chr20:34560572-34560671:-	34560622	C20orf152	chr20:34556684-34618569:+
163726	EKO-NALM6_PMID29038160	CNBD2	chr20:34568386-34568485:+	34568435	DLGAP4	chr20:34562037-35155433:+
163727	EKO-NALM6_PMID29038160	CNBD2	chr20:34568405-34568504:-	34568455	DLGAP4	chr20:34562037-35155433:+
163728	EKO-NALM6_PMID29038160	CNBD2	chr20:34571882-34571981:+	34571931	DLGAP4	chr20:34562037-35155433:+
163729	EKO-NALM6_PMID29038160	CNBD2	chr20:34571937-34572036:+	34571986	DLGAP4	chr20:34562037-35155433:+
163730	EKO-NALM6_PMID29038160	CNBD2	chr20:34575326-34575425:-	34575376	DLGAP4	chr20:34562037-35155433:+
163731	EKO-NALM6_PMID29038160	CNBD2	chr20:34583020-34583119:-	34583070	DLGAP4	chr20:34562037-35155433:+
163732	EKO-NALM6_PMID29038160	LOC647979	chr20:34638283-34638382:-	34638333	DLGAP4	chr20:34562037-35155433:+
163733	EKO-NALM6_PMID29038160	LOC647979	chr20:34638364-34638463:-	34638414	DLGAP4	chr20:34562037-35155433:+
163734	EKO-NALM6_PMID29038160	LOC647979	chr20:34638407-34638506:-	34638457	DLGAP4	chr20:34562037-35155433:+
163735	EKO-NALM6_PMID29038160	LOC647979	chr20:34638460-34638559:+	34638509	DLGAP4	chr20:34562037-35155433:+
163736	EKO-NALM6_PMID29038160	LOC647979	chr20:34638487-34638586:+	34638536	DLGAP4	chr20:34562037-35155433:+
163737	EKO-NALM6_PMID29038160	LOC647979	chr20:34638503-34638602:+	34638552	DLGAP4	chr20:34562037-35155433:+
163738	EKO-NALM6_PMID29038160	LOC647979	chr20:34638535-34638634:+	34638584	DLGAP4	chr20:34562037-35155433:+
163739	EKO-NALM6_PMID29038160	LOC647979	chr20:34638551-34638650:+	34638600	DLGAP4	chr20:34562037-35155433:+
163740	EKO-NALM6_PMID29038160	LOC647979	chr20:34638559-34638658:-	34638609	DLGAP4	chr20:34562037-35155433:+
163741	EKO-NALM6_PMID29038160	LOC647979	chr20:34638584-34638683:-	34638634	DLGAP4	chr20:34562037-35155433:+
163841	EKO-NALM6_PMID29038160	TLDC2	chr20:35504540-35504639:+	35504589	C20orf118	chr20:35504577-35517788:+
163842	EKO-NALM6_PMID29038160	TLDC2	chr20:35504542-35504641:-	35504592	C20orf118	chr20:35504577-35517788:+
163843	EKO-NALM6_PMID29038160	TLDC2	chr20:35506262-35506361:+	35506311	C20orf118	chr20:35504577-35517788:+
163844	EKO-NALM6_PMID29038160	TLDC2	chr20:35506280-35506379:+	35506329	C20orf118	chr20:35504577-35517788:+
163845	EKO-NALM6_PMID29038160	TLDC2	chr20:35506301-35506400:+	35506350	C20orf118	chr20:35504577-35517788:+
163846	EKO-NALM6_PMID29038160	TLDC2	chr20:35506403-35506502:+	35506452	C20orf118	chr20:35504577-35517788:+
163847	EKO-NALM6_PMID29038160	TLDC2	chr20:35507491-35507590:+	35507540	C20orf118	chr20:35504577-35517788:+
163848	EKO-NALM6_PMID29038160	TLDC2	chr20:35509030-35509129:-	35509080	C20orf118	chr20:35504577-35517788:+
163849	EKO-NALM6_PMID29038160	TLDC2	chr20:35509098-35509197:-	35509148	C20orf118	chr20:35504577-35517788:+
163850	EKO-NALM6_PMID29038160	TLDC2	chr20:35515873-35515972:+	35515922	C20orf118	chr20:35504577-35517788:+
163872	EKO-NALM6_PMID29038160	LOC100288869	chr20:35724293-35724392:+	35724342	NA	NA
163873	EKO-NALM6_PMID29038160	LOC100288869	chr20:35724319-35724418:-	35724369	NA	NA
163874	EKO-NALM6_PMID29038160	LOC100288869	chr20:35724410-35724509:-	35724460	NA	NA
163875	EKO-NALM6_PMID29038160	LOC100288869	chr20:35724454-35724553:-	35724504	NA	NA
163876	EKO-NALM6_PMID29038160	LOC100288869	chr20:35724475-35724574:-	35724525	NA	NA
163877	EKO-NALM6_PMID29038160	MROH8	chr20:35772075-35772174:-	35772125	NA	NA
163878	EKO-NALM6_PMID29038160	MROH8	chr20:35776184-35776283:-	35776234	NA	NA
163879	EKO-NALM6_PMID29038160	MROH8	chr20:35787250-35787349:-	35787300	NA	NA
163880	EKO-NALM6_PMID29038160	MROH8	chr20:35787289-35787388:+	35787338	NA	NA
163881	EKO-NALM6_PMID29038160	MROH8	chr20:35788460-35788559:+	35788509	NA	NA
163882	EKO-NALM6_PMID29038160	MROH8	chr20:35788481-35788580:-	35788531	NA	NA
163883	EKO-NALM6_PMID29038160	MROH8	chr20:35800367-35800466:+	35800416	NA	NA
163884	EKO-NALM6_PMID29038160	MROH8	chr20:35800385-35800484:+	35800434	NA	NA
164053	EKO-NALM6_PMID29038160	LOC391247	chr20:37243483-37243582:-	37243533	NA	NA
164054	EKO-NALM6_PMID29038160	LOC391247	chr20:37243540-37243639:+	37243589	NA	NA
164055	EKO-NALM6_PMID29038160	LOC391247	chr20:37243596-37243695:+	37243645	NA	NA
164056	EKO-NALM6_PMID29038160	LOC391247	chr20:37243599-37243698:-	37243649	NA	NA
164057	EKO-NALM6_PMID29038160	LOC391247	chr20:37243633-37243732:-	37243683	NA	NA
164058	EKO-NALM6_PMID29038160	LOC391247	chr20:37243648-37243747:-	37243698	NA	NA
164059	EKO-NALM6_PMID29038160	LOC391247	chr20:37243705-37243804:-	37243755	NA	NA
164060	EKO-NALM6_PMID29038160	LOC391247	chr20:37243771-37243870:+	37243820	NA	NA
164061	EKO-NALM6_PMID29038160	LOC391247	chr20:37243798-37243897:+	37243847	NA	NA
164062	EKO-NALM6_PMID29038160	LOC391247	chr20:37243833-37243932:-	37243883	NA	NA
164063	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37257551-37257650:+	37257600	NA	NA
164064	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37257591-37257690:+	37257640	NA	NA
164065	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37266376-37266475:+	37266425	NA	NA
164066	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37266380-37266479:-	37266430	NA	NA
164067	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37267379-37267478:+	37267428	NA	NA
164068	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37267420-37267519:+	37267469	NA	NA
164069	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37267968-37268067:+	37268017	NA	NA
164070	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37272322-37272421:+	37272371	NA	NA
164071	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37272373-37272472:+	37272422	NA	NA
164072	EKO-NALM6_PMID29038160	ARHGAP40	chr20:37275666-37275765:+	37275715	NA	NA
164201	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086451-42086550:-	42086501	NA	NA
164202	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086511-42086610:-	42086561	NA	NA
164203	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086565-42086664:-	42086615	NA	NA
164204	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086586-42086685:-	42086636	NA	NA
164206	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086777-42086876:+	42086826	SRSF6	chr20:42086673-42089702:+
164207	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086812-42086911:+	42086861	SRSF6	chr20:42086673-42089702:+
164208	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086845-42086944:+	42086894	SRSF6	chr20:42086673-42089702:+
164209	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086922-42087021:-	42086972	SRSF6	chr20:42086673-42089702:+
164210	EKO-NALM6_PMID29038160	LOC100286970	chr20:42086947-42087046:-	42086997	SRSF6	chr20:42086673-42089702:+
164287	EKO-NALM6_PMID29038160	OSER1	chr20:42825847-42825946:+	42825896	C20orf111	chr20:42825691-42835596:-
164288	EKO-NALM6_PMID29038160	OSER1	chr20:42825900-42825999:-	42825950	C20orf111	chr20:42825691-42835596:-
164289	EKO-NALM6_PMID29038160	OSER1	chr20:42825920-42826019:-	42825970	C20orf111	chr20:42825691-42835596:-
164290	EKO-NALM6_PMID29038160	OSER1	chr20:42825946-42826045:-	42825996	C20orf111	chr20:42825691-42835596:-
164291	EKO-NALM6_PMID29038160	OSER1	chr20:42826019-42826118:+	42826068	C20orf111	chr20:42825691-42835596:-
164292	EKO-NALM6_PMID29038160	OSER1	chr20:42826094-42826193:-	42826144	C20orf111	chr20:42825691-42835596:-
164293	EKO-NALM6_PMID29038160	OSER1	chr20:42831557-42831656:-	42831607	C20orf111	chr20:42825691-42835596:-
164294	EKO-NALM6_PMID29038160	OSER1	chr20:42831641-42831740:-	42831691	C20orf111	chr20:42825691-42835596:-
164295	EKO-NALM6_PMID29038160	OSER1	chr20:42835523-42835622:-	42835573	C20orf111	chr20:42825691-42835596:-
164296	EKO-NALM6_PMID29038160	OSER1	chr20:42835535-42835634:-	42835585	C20orf111	chr20:42825691-42835596:-
164337	EKO-NALM6_PMID29038160	C20orf62	chr20:43090587-43090686:+	43090636	NA	NA
164338	EKO-NALM6_PMID29038160	C20orf62	chr20:43090725-43090824:-	43090775	NA	NA
164339	EKO-NALM6_PMID29038160	C20orf62	chr20:43090825-43090924:-	43090875	NA	NA
164340	EKO-NALM6_PMID29038160	C20orf62	chr20:43093760-43093859:-	43093810	NA	NA
164341	EKO-NALM6_PMID29038160	C20orf62	chr20:43093789-43093888:+	43093838	NA	NA
164342	EKO-NALM6_PMID29038160	C20orf62	chr20:43093790-43093889:-	43093840	NA	NA
164343	EKO-NALM6_PMID29038160	C20orf62	chr20:43093831-43093930:+	43093880	NA	NA
164344	EKO-NALM6_PMID29038160	C20orf62	chr20:43093850-43093949:+	43093899	NA	NA
164345	EKO-NALM6_PMID29038160	C20orf62	chr20:43093893-43093992:+	43093942	NA	NA
164375	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248050-43248149:-	43248100	NA	NA
164376	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248051-43248150:-	43248101	NA	NA
164377	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248057-43248156:-	43248107	NA	NA
164378	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248058-43248157:-	43248108	NA	NA
164379	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248061-43248160:-	43248111	NA	NA
164380	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248071-43248170:-	43248121	NA	NA
164381	EKO-NALM6_PMID29038160	ENSG00000269605	chr20:43248073-43248172:+	43248122	NA	NA
